delo,plača neto,kraj,delovnik,trajanje
POMOČ V KUHINJI,7.74 €/h neto,CELJE,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
KOZMETIČNE STORITVE,6.20 €/h neto,BENEDIKT,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
ZDRAVSTVENA NEGA,7.92 €/h neto,JESENICE,PO DOGOVORU,POČITNIŠKO DELO
STREŽBA,7.00 €/h neto,KOMENDA,PO DOGOVORU,PO DOGOVORU
STREŽBA HRANE IN PIJAČE,6.20 €/h neto,SLOVENSKE KONJICE,PO DOGOVORU,PO DOGOVORU
DELO V KUHINJI,7.80 €/h neto,LJUBLJANA,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO V SKLADIŠČU,6.54 €/h neto,HRUŠICA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
BLAGAJNIK,6.88 €/h neto,LJUBLJANA BRDO,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V KUHINJI,7.12 €/h neto,SORICA,PO DOGOVORU,PO DOGOVORU
STREŽBA,7.12 €/h neto,LJUBLJANA TRNOVO,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
PISMONOŠA,6.88 €/h neto,NOTRANJE GORICE,DOPOLDAN,PO DOGOVORU
POMOČ V STREŽBI,7.74 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
TELEFONIST,7.00 €/h neto,MARIBOR,IZMENSKO,PO DOGOVORU
STREŽBA HRANE IN PIJAČE,7.50 €/h neto,MARIBOR CENTER,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
MIZARSKA DELA,7.00 €/h neto,NOVA GORICA,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO V PROIZVODNJI,6.20 €/h neto,KOZJE,IZMENSKO,PO DOGOVORU
STREŽBA,7.00 €/h neto,ARTIČE,IZMENSKO,MED POČITNICAMI
POMOČ V STREŽBI,7.00 €/h neto,MARIBOR,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
ADMINISTRATIVNA DELA,6.20 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V STREŽBI,8.50 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
TELEFONSKI MARKETING,6.20 €/h neto,LJUBLJANA IN DELO OD DOMA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
ADMINISTRATIVNA DELA,7.31 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA HRANE IN PIJAČE,6.20 €/h neto,RADEČE,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.00 €/h neto,LESKOVEC,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
LAŽJA FIZIČNA DELA,6.20 €/h neto,ORMOŽ,DOPOLDAN,DO 31. 10. 2024
ZDRAVSTVENA NEGA,6.31 €/h neto,OPLOTNICA,DOPOLDAN,PO DOGOVORU
ZAHTEVNA ADMINISTRATIVNA DELA,6.88 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
KOMERCIALNA DELA,6.88 €/h neto,MARIBOR,DOPOLDAN,PO DOGOVORU
DELO V KUHINJI,8.50 €/h neto,LJUBLJANA BTC,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA HRANE IN PIJAČE,7.50 €/h neto,KRANJ,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO S STRANKAMI,7.12 €/h neto,LJUBLJANA ČRNUČE,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V STREŽBI,8.15 €/h neto,GROSUPLJE,MED VIKENDI,DLJE ČASA (ZAČ. IN OBČ. DELO)
ZDRAVSTVENA NEGA,10.33 €/h neto,RADOVLJICA,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,PO DOGOVORU,KRANJ,PO DOGOVORU,PO DOGOVORU
POUČEVANJE,6.88 €/h neto,PTUJ,POPOLDAN,PO DOGOVORU
POUČEVANJE,6.88 €/h neto,MARIBOR,POPOLDAN,PO DOGOVORU
POMOČ V TRGOVINI,6.88 €/h neto,LJUBLJANA RUDNIK,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V TRGOVINI,6.88 €/h neto,KOČEVJE,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
SOBAR/ICA,7.50 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO V ZDRAVSTVU,6.45 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO NA STOJNICI,6.50 €/h neto,LJUBLJANA,MED VIKENDI,"SEPTEMBER, OB PETKIH"
STREŽBA,7.57 €/h neto,PTUJ,PO DOGOVORU,POČITNIŠKO DELO
DELO V PROIZVODNJI,6.20 €/h neto,RADEČE,DOPOLDAN,POČITNIŠKO DELO
POMOČ V STREŽBI,8.61 €/h neto,"CELJE, LAŠKO",MED VIKENDI,POČITNIŠKO DELO
DELO NA RECEPCIJI,7.31 €/h neto,PORTOROŽ,PO DOGOVORU,PO DOGOVORU
STREŽBA,8.00 €/h neto,CANKOVA,IZMENSKO,POČITNIŠKO DELO
POMOČ V STREŽBI,8.00 €/h neto,MOZIRJE,MED VIKENDI,POČITNIŠKO DELO
STREŽBA HRANE IN PIJAČE,8.00 €/h neto,ŠMARTNO OB PAKI,MED VIKENDI,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.40 €/h neto,VELENJE,POPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
BLAGAJNIK,8.61 €/h neto,DOBROVA,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V TRGOVINI,8.61 €/h neto,HORJUL,IZMENSKO,PO DOGOVORU
STREŽBA,7.12 €/h neto,JARENINA,MED VIKENDI,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V KUHINJI,7.12 €/h neto,JARENINA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,8.00 €/h neto,LJUBLJANA KOSEZE,POPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO NA TERENU,7.74 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V STREŽBI,7.00 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO S STRANKAMI,10.00 €/h neto,LJUBLJANA,PO DOGOVORU,PO DOGOVORU
STREŽBA,7.12 €/h neto,ROGAŠKA SLATINA,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.00 €/h neto,MOZIRJE,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.31 €/h neto,BLED,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V KUHINJI,6.20 €/h neto,VELENJE,POPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,PO DOGOVORU,LUCIJA,IZMENSKO,POČITNIŠKO DELO
REŠEVALEC/KA IZ VODE,10.00 €/h neto,SLOVENSKA BISTRICA,PO DOGOVORU,POČITNIŠKO DELO
REŠEVALEC/KA IZ VODE,10.00 €/h neto,"LJUTOMER, LENDAVA",PO DOGOVORU,POČITNIŠKO DELO
STREŽBA,PO DOGOVORU,PORTOROŽ,IZMENSKO,POČITNIŠKO DELO
REŠEVALEC/KA IZ VODE,10.00 €/h neto,"PTUJ, ORMOŽ",PO DOGOVORU,POČITNIŠKO DELO
STREŽBA,7.00 €/h neto,MARIBOR,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.00 €/h neto,LOČE,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA HRANE IN PIJAČE,7.00 €/h neto,LJUBLJANA - CENTER,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.00 €/h neto,GROSUPLJE,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO NA TERENU,8.00 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA HRANE IN PIJAČE,"OD 7,21 DO 10,5 €/H BRUTO",BLED,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.50 €/h neto,KOMENDA,MED VIKENDI,PO DOGOVORU
POMOČ V KUHINJI,7.74 €/h neto,PREVOJE PRI ŠENTVIDU,POPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V STREŽBI,7.74 €/h neto,PREVOJE PRI ŠENTVIDU,MED VIKENDI,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V STREŽBI,6.20 €/h neto,LJUBLJNA ŠENTVID,POPOLDAN,POČITNIŠKO DELO
PROMOCIJA,9.16 €/h neto,GORNJA RADGONA,PO DOGOVORU,PO DOGOVORU
POMOČ V STREŽBI,8.61 €/h neto,LJUBLJANA,DOPOLDAN,PO DOGOVORU
ZDRAVSTVENA NEGA,7.10 €/h neto,LJUBLJANA,IZMENSKO,POČITNIŠKO DELO
POMOČ V STREŽBI,PO DOGOVORU,POSTOJNA,MED VIKENDI,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA HRANE IN PIJAČE,7.00 €/h neto,LJUBLJANA,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
POUČEVANJE,20-25 € BRUTO/45 MIN.,MEDVODE,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA HRANE IN PIJAČE,8.00 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V STREŽBI,6.60 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
ADMINISTRATIVNA DELA,6.88 €/h neto,KRANJ,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
TEHNIČNA POMOČ,7.31 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
REŠEVALEC/KA IZ VODE,11.50 €/h neto,"BLED, ŠOBEC",PO DOGOVORU,POČITNIŠKO DELO
ZDRAVSTVENA NEGA,7.40 €/h neto,CELJE IN OKOLICA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA HRANE IN PIJAČE,8.17 €/h neto,KOZINA,IZMENSKO,PO DOGOVORU
STREŽBA HRANE IN PIJAČE,6.88 €/h neto,POSTOJNA,IZMENSKO,PO DOGOVORU
PRODAJA,6.88 €/h neto,POSTOJNA,IZMENSKO,PO DOGOVORU
STREŽBA,7.00 €/h neto,RADOVLJICA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.31 €/h neto,KAMNIK,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
RAZVOZ,6.32 €/h neto,KAMNIK Z OKOLICO,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V STREŽBI,7.50 €/h neto,PORTOROŽ,IZMENSKO,POČITNIŠKO DELO
ADMINISTRATIVNA DELA,7.50 €/h neto,POLJČANE,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.12 €/h neto,ZGORNJA LOŽNICA,IZMENSKO,PO DOGOVORU
DELO S STRANKAMI,7.40 €/h neto,PTUJ,PO DOGOVORU,POČITNIŠKO DELO
DELO V KUHINJI,7.40 €/h neto,PTUJ,PO DOGOVORU,POČITNIŠKO DELO
POMOČ PRI PRODAJI,6.62 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,6.20 €/h neto,PRAGERSKO,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
TRŽENJE,PO DOGOVORU,MEDVODE,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V STREŽBI,10.33 €/h neto,POSTOJNA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V STREŽBI,10.33 €/h neto,LOGATEC,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V STREŽBI,10.33 €/h neto,VRHNIKA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO V SKLADIŠČU,7.57 €/h neto,LJUBLJANA,IZMENSKO,DO 31. 8. 2024
STREŽBA,8.00 €/h neto,KOPER,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V STREŽBI,8.00 €/h neto,KRANJSKA GORA,POPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,6.88 €/h neto,PODZEMELJ OB KOLPI,PO DOGOVORU,POČITNIŠKO DELO
POMOČ PRI PRODAJI,7.06 €/h neto,LJUBLJANA BTC,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,9.50 €/h neto,LJUBLJANA BEŽIGRAD,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,6.88 €/h neto,ŠKOFLJICA,DOPOLDAN,PO DOGOVORU
STREŽBA,7.50 €/h neto,SLOVENSKA BISTRICA,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
ADMINISTRATIVNA DELA,7.64 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
PROJEKTIRANJE,PO DOGOVORU,GORNJA RADGONA,DOPOLDAN,PO DOGOVORU
KOZMETIČNE STORITVE,8.00 €/h neto,LJUBLJANA,PO DOGOVORU,PO DOGOVORU
POMOČ PRI PRODAJI,6.20 €/h neto,LJUBLJANA BTC,POPOLDAN,POČITNIŠKO DELO
STREŽBA,8.00 €/h neto,LJUBLJANA,IZMENSKO,PO DOGOVORU
STREŽBA,9.00 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,8.50 €/h neto,BREG - MAJŠPERK,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
LAŽJA FIZIČNA DELA,7.74 €/h neto,LJUBLJANA,DOPOLDAN,MED POČITNICAMI
DELO V PROIZVODNJI,7.20 €/h neto,HORJUL,PO DOGOVORU,PO DOGOVORU
VARSTVO,7.74 €/h neto,MENGEŠ,POPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
POUČEVANJE,15.00 €/h neto,IDRIJA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ PRI PRODAJI,6.20 €/h neto,KRANJ,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
TELEFONSKI MARKETING,7.00 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO NA STOJNICI,8.00 €/h neto,LJUBLJANA CENTER,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
TELEFONSKI MARKETING,7.00 €/h neto,TRZIN,DOPOLDAN,POČITNIŠKO DELO
DELO NA RECEPCIJI,6.54 €/h neto,KRANJSKA GORA,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO V PROIZVODNJI,7.50 €/h neto,LJUBLJANA - DOBRUNJE,DOPOLDAN,PO DOGOVORU
RAZVOZ,6.88 €/h neto,LJUBLJANA Z OKOLICO,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
ZDRAVSTVENA NEGA,6.88 €/h neto,VRANSKO,IZMENSKO,DO KONCA AVGUSTA
ZDRAVSTVENI TEHNIK,10.84 €/h neto,VRANSKO,IZMENSKO,DO KONCA AVGUSTA
DELO V ZDRAVSTVU,6.45 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
SPREMLJEVALEC/ SPREMLJEVALKA,7.11 €/h neto,"KOPER, IZOLA, STRUNJAN",IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.42 €/h neto,VELENJE,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO V KUHINJI,7.90 €/h neto,HRENOVICE,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA HRANE IN PIJAČE,7.90 €/h neto,HRENOVICE,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA HRANE IN PIJAČE,6.50 €/h neto,RADLJE OB DRAVI,IZMENSKO,DO 31. 8. 2024
STREŽBA,7.00 €/h neto,MIKLAVŽ NA DRAVSKEM POLJU,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,6.20 €/h neto,LJUBLJANA,MED VIKENDI,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V STREŽBI,6.20 €/h neto,LJUBLJANA,POPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
ADMINISTRATIVNA DELA,6.20 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
ADMINISTRATIVNA DELA,6.20 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.00 €/h neto,MARIBOR,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.50 €/h neto,TURNIŠČE PRI PTUJU,PO DOGOVORU,POČITNIŠKO DELO
STREŽBA,7.00 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,8.00 €/h neto,LJUBLJANA KOSEZE,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO V KUHINJI,9.47 €/h neto,KRANJSKA GORA,PO DOGOVORU,PO DOGOVORU
STREŽBA,7.50 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA HRANE IN PIJAČE,7.50 €/h neto,IVANČNA GORICA,MED VIKENDI,DLJE ČASA (ZAČ. IN OBČ. DELO)
PRODAJA,7.50 €/h neto,"LJUBLJANA (BTC, CENTER, ŠIŠKA)",IZMENSKO,PO DOGOVORU
DELO V KUHINJI,8.15 €/h neto,GRAD,MED VIKENDI,PO DOGOVORU
DELO V KUHINJI,9.00 €/h neto,MARIBOR,MED VIKENDI,MED POČITNICAMI
PROMOCIJA,9.16 €/h neto,POSTOJNA,PO DOGOVORU,PO DOGOVORU
PROMOCIJA,9.16 €/h neto,"PIRAN, PORTOROŽ",PO DOGOVORU,PO DOGOVORU
PROMOCIJA,9.16 €/h neto,IZOLA,PO DOGOVORU,PO DOGOVORU
STREŽBA HRANE IN PIJAČE,9.00 €/h neto,LJUBLJANA,MED VIKENDI,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,6.20 €/h neto,VIDEM-DOBREPOLJE,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,8.00 €/h neto,ŠENTRUPERT,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V STREŽBI,6.20 €/h neto,MARIBOR,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V KUHINJI,6.45 €/h neto,LJUBLJANA,PO DOGOVORU,PO DOGOVORU
POMOČ V STREŽBI,6.45 €/h neto,LJUBLJANA,PO DOGOVORU,PO DOGOVORU
DELO V ZDRAVSTVU,7.00 €/h neto,SREDNJA VAS V BOHINJU,IZMENSKO,PO DOGOVORU
VADITELJ/ICA,10.18 €/h neto,LJUBLJANA,POPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
TRENER/KA,12.00 €/h neto,DOL PRI LJUBLJANI,POPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
RAČUNALNIŠKE STORITVE,PO DOGOVORU,MARIBOR,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
RAČUNALNIŠKE STORITVE,PO DOGOVORU,MARIBOR,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V STREŽBI,6.45 €/h neto,PESNICA,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO V KUHINJI,7.00 €/h neto,KOPER,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
RAZVOZ,7.00 €/h neto,KOPER,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
BLAGAJNIK,7.00 €/h neto,KOPER,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
RAZVOZ,PO DOGOVORU,LUCIJA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO NA TERENU,9.00 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA HRANE IN PIJAČE,7.06 €/h neto,RAKITNA,PO DOGOVORU,POČITNIŠKO DELO
POMOČ V STREŽBI,7.12 €/h neto,LJUBLJANA CITY PARK,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO V PROIZVODNJI,7.00 €/h neto,ŠMARTNO PRI SLOVENJ GRADCU,DOPOLDAN,DO 31. 8. 2024
DELO V PROIZVODNJI,6.37 €/h neto,ŽALEC,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
NEGOVANJE,6.20 €/h neto,POSTOJNA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO V PROIZVODNJI,6.63 €/h neto,LOGATEC,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
LAŽJA FIZIČNA DELA,6.27 €/h neto,IG,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
PROGRAMIRANJE,PO PROJEKTU,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
RAZVOZ,6.50 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO V SKLADIŠČU,7.00 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
POLNJENJE POLIC,6.20 €/h neto,DOLENJSKA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO V PROIZVODNJI,7.50 €/h neto,DOMŽALE,IZMENSKO,DO 30. 9. 2024
POMOČ V STREŽBI,8.05 €/h neto,LJUBLJANA BEŽIGRAD,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO V SKLADIŠČU,6.20 €/h neto,ŠKOFJA LOKA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO V PROIZVODNJI,6.20 €/h neto,RIBNICA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
RAZVOZ,7.00 €/h neto,LJUBLJANA IN PO SLOVENIJI,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.00 €/h neto,ILIRSKA BISTRICA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V STREŽBI,7.00 €/h neto,CELJE,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
TRENER/KA,PO DOGOVORU,MEDVODE,PO DOGOVORU,PO DOGOVORU
POUČEVANJE,12.91 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POUČEVANJE,12.91 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POUČEVANJE,12.91 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POUČEVANJE,12.91 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,PO DOGOVORU,CERKNICA,MED VIKENDI,DLJE ČASA (ZAČ. IN OBČ. DELO)
POUČEVANJE,12.91 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO V RENT A CAR AGENCIJI,6.20 €/h neto,BRNIK,PO DOGOVORU,PO DOGOVORU
DELO V RENT A CAR AGENCIJI,6.20 €/h neto,LJUBLJANA,PO DOGOVORU,PO DOGOVORU
STREŽBA,7.00 €/h neto,GORENJA VAS,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO S STRANKAMI,6.20 €/h neto,LJUBLJANA ŠIŠKA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO S STRANKAMI,6.20 €/h neto,NOVA GORICA,PO DOGOVORU,POČITNIŠKO DELO
TRŽENJE,12.91 €/h neto,LJUBLJANA,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO S STRANKAMI,6.20 €/h neto,LJUBLJANA BTC,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POUČEVANJE,11.00 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
POUČEVANJE,11.00 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
POUČEVANJE,11.00 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO V KUHINJI,7.40 €/h neto,LJUBLJANA,PO DOGOVORU,PO DOGOVORU
STREŽBA,8.00 €/h neto,LJUBLJANA,IZMENSKO,PO DOGOVORU
PISMONOŠA,6.88 €/h neto,DOBROVA,DOPOLDAN,PO DOGOVORU
STREŽBA,6.50 €/h neto,"GORIČICA, ŠENTJUR",PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,PO DOGOVORU,PTUJ,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,PO DOGOVORU,PTUJ,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,PO DOGOVORU,PTUJ,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ UPORABNIKOM,6.58 €/h neto,LJUBLJANA BEŽIGRAD,IZMENSKO,DLJE ČASA (ZAČ. IN OBČ. DELO)
PROGRAMIRANJE,9.47 €/h neto,MARIBOR,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO V LABORATORIJU,6.20 €/h neto,LJUBLJANA,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
DELO V TURIZMU,9.00 €/h neto,BLED,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
ADMINISTRATIVNA DELA,7.74 €/h neto,MENGEŠ,DOPOLDAN,DLJE ČASA (ZAČ. IN OBČ. DELO)
POMOČ V STREŽBI,7.00 €/h neto,CERKVENJAK,MED VIKENDI,DLJE ČASA (ZAČ. IN OBČ. DELO)
STREŽBA,7.00 €/h neto,MARIBOR,PO DOGOVORU,DLJE ČASA (ZAČ. IN OBČ. DELO)
